id,graduatingYear,isAlumni,tagline,rawBody,createdAt,program,overallScore,comments,overall,curriculum,jobSupport,school
243738,2018.0,True,Amazing experience,"I just finished my Web development bootcamp and it was an amazing experience.

I was scared to change my career but Ironhack taught me all the tools I needed to do so, including how to continue learning stuff by myself after the bootcamp, which is the most important for me.

The staff is amazing, very friendly, and is ready to give you the support you need. The teacher is the best you could hope for. It was like having a new little family :)

I just finished the bootcamp but we already have a lot of job interviews so I'm looking forward to what's coming next for me!",8/3/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
244342,2018.0,True,Great experience,"I graduated from Ironhack Paris by the end of may '18 and if I could, I would do it again right now.

To be precise on my personal background, I started as a junior and not a total beginner, I went to Ironhack to specialize myself in web development after having completed a longer, more general training which started my career shift.

About the training itself, it is short but intensive, more than 400 hours in 9 weeks, only talking about hours spent in class here, you will work at home too, especially during project weeks.
It can sound harsh, and sometimes it is, but everything's done for you to succeed. The teachers are always present and your classmates who are going through the same things as you are here too, you will always get some help when needed.

The content of the curriculum is thought to be in accordance with entreprises' needs and is evolving to keep it this way. Of course you won't know everything there is to know when you graduate, but you'll be prepared to have a kickstart and keep improving. 

The teachers were all cool but special mention to Nizar who was our lead teacher. His way of teaching has never been boring, good tone and speed for talking, good balance between seriousness and fun... This is really different from about every course I've attended before.

And as a last word, once you've graduated, you're still an Ironhacker, if you need anything during your job search (which could end during the hiring week, next week after graduation), you can call them for help, advice, contacts, drop by for events or just to say hello.

If you're willing to work hard, don't hesitate, go for it, this is not an expense, this is an investment in yourself.",8/1/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
244257,2017.0,True,Ironhack Part Time Bootcamp Madrid 2017-2018,"I made the UX UI Design Bootcamp at Ironhack in Madrid from September 2017 to April 2018.

This is a nice opportunity for people working who want to learn new things or professions, Ironhack has this good offer, it is not as the usual Bootcamp where you stop everything you do to concentrate on the bootcamp. It lasts for almost six months, so on the one hand to be honest it is hard time if you are working but on the other hand you have more time to assume all the knowledge and to practice it.

The place is very nice as Ironhack Madrid is located on a cultural centre in Madrid, Matadero. There are good installations and you can go to study there whenever you want. 

The bootcamp is divided in six units, in all of them you have a practice as the lema of the school is “learning by doing”, you can also study online with a nice platform.

Special mention for the teachers, we had six, all of them specialized in their areas, one for UI, other for Research, other for testing, coding, etc. 

Finally, there is a great sense of community at Ironhack, not only for the relationships between pupils, alumni and teachers, but also if you are looking for a job. There is what they call a hiring week at the end of the bootcamp.",7/26/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
243589,2018.0,True,UX/UI Design Course,"Honestly, Ironhack helped me change my life. I gained purpose as a designer and so many incredible tools for myself to succeed in the future. 

The job fair and prep was honestly by far the best I've received in my life. I went to private schools my whole life and not even my college prep or counselor was as helpful as Daniel Brito through this process. 

I thank Ironhack (& Uber) for the opportunity of a lifetime.",7/23/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
244051,2018.0,True,This is the bootcamp you're looking for.,"I did a ton of research before choosing the right program for me, and the moment I found Ironhack I knew it was the right choice. From the very first point of contact with the company I could feel the passion from its team and it was contagious. I was eager to learn more and take my design skills to the next level, and what I got was all that and more. Much more than just a bootcamp experience, the Ironhack experience is about making new connections, new friends, making lasting memories. The hours were long and the work was hard, but it was all worth it. The program is very comprehensive and complete and I received all the necessary support and guidance I needed from my instructor David Fast and teacher assistant Snezana Dragusev. David kept it all fun and interesting, and did a tremendous job at getting the material across, and Snezana was always available to lend a helping hand and keeping the entire class in high spirits. The UX/UI course also comes with an exciting web development-focused week which supercharged my front-end dev skills, all with the help of web instructor Fernando Azevedo. 

The entire Ironhack staff is exemplary, always on the ready to help you out, offer their guidance or just chat with! Huge props have to be given to Alia Poonawala (General Manager at Ironhack Miami), Jessica Gonzalez (Administrator), Patrick de la Guardia (Admissions Director) and Rebecca Willett, General Manager at Building.co, the coworking space where Ironhack Miami is located.

The Ironhack bootcamp also offers an amazing job support program, masterfully orchestrated by Outcomes Manager Daniel Brito. Brito goes above and beyond in helping students learn best practices for job interviews, job tracking, soft skills interviews and generally how to get out there into the real world after the bootcamp is over. The mock interviews and actual interviews are great practice, if nothing more. The guest speakers Brito gets to come in are also a real treat and a part I looked forward to every week of the course. There really is no better way to learn than to hear from actual people who are in the field and have tons of experience already.

All in all, I went into the course expecting to leave with a lot more UX/UI knowledge, but I left with so much more. I am more confident in my own abilities and skills and feel more ready to tackle the world and find the opportunities I long for. This is an experience I will carry with me and refer back to for the rest of my life.",7/12/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
237942,2018.0,True,UX/UI Design Course,"By far Ironhack Miami gave me the best school experience I have received thus far. Other schools sometimes seem like it's on airplane mode but this school was exhilarating, spontaneous and down-right motivational. 

Coming from a person that has no design background, Ironhack gave me the resources to not only believe in myself but expand my creativity. This course gave me a vast knowledge of UX design material in a short amount of time. 

My professor David Fast and teacher aide Snezana Dragusev were a great support and always there when I needed them. Giving me feedback all along the way and inspiring me to think outside the box.

This course properly showed me the real purpose for designing a product. 

I wish I would have learned about Ironhack earlier in my life.",7/12/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
243945,2018.0,True,Gave a new meaning to my life,"After coursing three years of Physics and one year of Computer Engineering in Brazil I decided to attend a programming bootcamp at Ironhack. I wanted to gain the knowledge that would help me develop my own web applications and after doing some research, I found out that Ironhack was teaching about new technologies. Some other bootcamps teach about relational databases (SQL) and use outdated programming languages. I wanted the new stuff. There we learned the MEAN stack (MongoDB, Express, Angular and NodeJS), which is what you need for getting your ideas out of the paper and put it into practice.

I can say that I am currently fully capable of developing some ideas that never got out of paper because I didn’t even know where to start. I’ve tried to learn by myself, with free online courses, with paid online courses (actually one from Codecademy), but nothing compares to being more than 12 hours a day coding non-stop, doing pair programming, being in a class with other 20 people with the most different backgrounds and experience levels.

At the end of the course we go through a Hiring Week, where we had like 40 interviews with companies wanting to hire people for IT jobs. By now I've learned that of the 28 people that attended the bootcamp with me (ended about a month ago), more than 20 are employed. Included me, I'm currently working in Ironhack São Paulo helping open our new campus and I'm very happy for helping other people go through this same experience. Aside all of that, this was an experience that helped me gain self-knowledge.

Best things:
- Practice. Practice. Practice.
- Support from the teacher assistants
- Advisory on how to build a professional curriculum
- Job interview training
- Incredible networking
- Learning new technologies",7/6/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
243837,2016.0,True,A very helpful start,"I attended the Web Development bootcamp at Ironhack in Barcelona about two years ago. When I attended, I had been working as a web designer for 3 years and I was looking to extend my skills and maybe go for a career change. I though I wanted to do web development, but I wasn't sure yet. Everything I knew at that point was self taught, so I figured I needed some serious study in order to feel more confident. After three months of intense studying during the bootcamp, I must say that I managed to build a web app and I had the guts to apply for a front end position. After some trial and error, I finally got the job I wanted :)

The pros of the bootcamp are that it's really accessible, that there were people there to support us even at 9 - 10pm, that the final project we worked for was really practical and mentored by people working in the field and that at the end we had great opportunities for interviews.
I really liked that the levels of people in the cohort really varied so while some fellow students could help me with certain issues, I could, in my own turn, help other with different issues. This way, you never feel too bad about yourself. We also worked really hard, till late in the night sometimes, and the tutors were there to help. They were really nice, supportive and dedicated. For the final project, based the profile of the project, we got matched with someone working in the field. At the end, looking at what I had built, I felt proud and confident that I could take that app further. The tutors also helped us optimise our linked in profiles, we had professional photos taken and really felt that they did everything to help us find a job that we like.
For me, the biggest benefit was that I figured out what I liked from web development (specifically Front End development) and that I gained confidence to apply for the job I wanted.

The cons are that, indeed, being very accessible, you get people with very different backgrounds and for some it can be very difficult. I had some knowledge of how the web works, of HTML and CSS, but for who doesn't have any knowledge, I think it can be pretty frustrating to dive straight into web development with all its aspects. Also, Back End and Front End are a lot to cover in 3 months, so I would actually prefer it if they were separate. Then you'd have more time to practice everything properly. Sometimes it felt rushed, because we had a curriculum to go through. 

That's about it. All in all, it's really helpful if you wanna taste the web development world and you're not sure which way to go. It also helps to fill in the gaps, if you have some knowledge already, but in bits and pieces, like I did. Good luck!",6/29/2018,Full-time Web Development Bootcamp ,4.5,[],4.0,,5.0,ironhack
234879,2018.0,True,¡Best Bootcamp in Mexico City!,"There are two versions of my life :
- Before Ironhack
- After Ironhack as Full Stack Web Developer

This bootcamp, literally changed my life, I'm 100% sure that it's the best bootcamp in Mexico City.

Ironhack covers the whole ""full stack in web development"".

If you want to change your life and do something quickly and effectively, learn in Ironhack, it's my best advice

Overall: 100%
Curriculum: 100%
Job Support: 1000%",6/28/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
235593,2018.0,True,What I expected...&amp; much more!!!,"What was my situation before entering Ironhack?

1.- An standstill naval engineering career that was leeding me to a self frustration.
2.- The need of a steady job in which I could feel valued and useful at the same time.
3.- A huge passion for web development.

What were my expectations?

1.- To learn the web programming language properly, both in the front, in which I already had some experience (not so much, as I discovered during the first days of the course) and in the back, where I was a complete newbie.

2.- To find a good job to be proud of as a web developer, with opportunities for continuous learning and professional development that would allow me to obtain my desired stability to start building a good vital project.

So...how was it?

Incredible! A week after finishing the course, after metting almost 40 IT companies, all of them convened by Ironhack and most of them of hight standing, with numerous and attractive professional offers, I was signing with one of those companies that I was attracted the most, furthermore, it exceeded my expectations of learning, self development and gave me the possibility of working with cutting-edge technologies. In the end the extended knowledge I got during the Bootcamp allowed me to create three large projects to present to these companies that led them to get a better idea of ​​my new abilities and recently acquired capacities.

What would you highlight?

1.- The training, magnificent, very tuned to what companies require and very refined after the experience of many previous bootcamps' feedbacks.

2.- The teachers, full of knowledge and close to us, they would always be available, either in person or through the chat that we used.

3.- The facilities, forefront and opened 7 days a week in which we passed around 12-14 hours at least 6 of them (7/7 the week of the final project). Comfy, well provided kitchen, WiFi and resting areas.

4.- The great level of camaraderie and union shared among the students. As we spend those many hours together in my Bootcamp the atmosphere was always priceless, I had the opportunity to meet some very interesting people with whom nowadays I continue to maintain contact beyond the mere professional level.

5.- The large number of Meetups and meetings that are offered to help to expand knowledge and to facilitate net-working.

6.- The great work of follow-up and labor orientation that is done during and after the Bootcamp.

7.- The enormous effort that is made to generate community among all the Alumni, encouraging them to maintain contact, arranging open Meetups on the Ironhack campus or simply to share a beer on Fridays.

IMPORTANT: In case it is not clear, the 9 weeks full-time Bootcamp that I did, requires you to be very very focused on your work (as I said, I only rested one day a week and in the week of the final project not even one). There will be many frustrating moments when you face difficulties and hight demanding code problems. Many of the daily exercises you can not do whole. The teachers are there to help but they will not take you by the hand. Actually all that is in fact designed to be that way, it is precisely this challenge that leads you to quickly acquire the knowledge, resources and ease necessary in the 9 weeks of the course.

SUMMARY: Without a doubt, the best decision I ever took. It has allowed me to redirect my career with satisfaction. It has allowed me to acquire great knowledge in a field that I am passionate about. It has helped me to meet great people and to feel part of a community that is always there when you need it. In the end, the reward has been much much greater than the effort invested (also economically speaking). Once an Ironhacker, always an Ironhacker.",6/27/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
235472,2018.0,True,Awesome!,"It was an awesome experience who I recommend to anyone thinking to change his career like me.

Beyond learning, the atmosphere between staff and all the students was the best.

I would definitely repeat!",6/27/2018,Full-time UX/UI Design Bootcamp,3.7,[],4.0,4.0,3.0,ironhack
235427,2017.0,True,Ironhack’s UX/UI bootcamp helped me change my career path,"Pros: everything, going straight forward to what actually is really important to learn, dropping all the bullshit. We learned not only by watching and listening but also by doing, having the chance of doing some projects done during the lenght of the bootcamp, both in teams and individually. Code week was one of the highlights of the course, because as a designer it is super important to be able to understand and communicate with developers. Also, the hiring week is an amazing boost to enter the digital working environment!!

Cons: Almost nothing, just I wish I could do it again",6/27/2018,,4.7,[],5.0,4.0,5.0,ironhack
243746,2016.0,True,An experience worth trying!,"Before joining Ironhack I was working in a field where I'd a very stressful job but little money. I had my doubts about whether or not I'd be suitable for IT and designing digital experiences, as I had experience in traditional products and events. My first step into UX was a job interview, I applied for a UX Researcher position and got the interview! I loved the job and thought: ""I definitely can do this!"". Sadly, I didn't get the job due to lack of specific knowledge of the field (mostly tools, techniques, methodologies and vocabulary). Right away I maid the desition of joining the Bootcamp, a shortcut to get a well-paid job that I really liked. 

One week after starting the UX Bootcamp I thought to myself: ""Now, I'd definitely get the job!"". I learned everything about design thinking, lean & agile methodologies, how to craft a UX Strategy and deliver a meaningful UI, always taking a user-centered approach to problem-solving and product design. 

Ironhack's staff and the teachers' board were beyond generous to help me achieve my goal, getting my first job in IT and becoming a Digital product creator. I even moved from Madrid to Barcelona and could enjoy career service in either Campus. I got a job during week 6 due to my modest front-end abilities and eagerness to learn more. My classmates are still friends, we try to stay in touch and inspire one another, share job opportunities and help us continue learning. 

Now I can say I'm fully immersed in IT, have a better-paid job and can see my career evolution in this field. Ironhack gave both technical skills I lacked, coached me in soft skills and offered a great network to start making my way. 

Absolutely recommend this course if you're looking for an effective change in the Design Field.",6/22/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
243698,2018.0,True,Awesome experience!,"I just finish full-time UX/UI Design studies in Ironhack.
For me was so important and good experience and I would not doubt to recommend it course.
Ironhack is a great place to study and do network.",6/21/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
235310,2018.0,True,Perfect decision to start,"Doing the Web Development Part-time was a fantastic experience. I started with zero knowledge about Javascript and two weeks after finishing the bootcamp, I have started working as a Front-end developer in an amazing company. This will be so difficult without attending to this bootcamp, self-learning is a good option, but you won't be able to grow as fast as you will do here, you won't meet amazing people and the Ironhack community. In my opinion, everyone interested in web, not only people wishing to be software developers, should attend this bootcamp, besides, you have the part-time option if you are currently working.",6/20/2018,Part-time Web Development,5.0,[],5.0,5.0,5.0,ironhack
242396,2018.0,True,Life changing experience,"Ironhack was an amazing experience. I knew nothing about coding before going in but 9 weeks later I feel like I have a solid base to start my coding career. The Instructors and TA's are dedicated to your learning experience and will sit with you and work things out until you have a solid grasp on whatever concept we're learning about that day. Ironhack is incredibly fast-paced. But as long as you're dedicated, keep studying and keep working hard every day, you won't regret attending. The people you meet will not only help you through the camp but also become your friends for life. Another reason I would suggest this Bootcamp instead of other coding boot camps is Daniel Brito. He's the placements manager at Ironhack and he goes above and beyond to help you find a job after Ironhack. He trains you in what to say for the interview, brings in multiple guest speakers along with presentations, and even organizes a hiring fair that takes place solely for Ironhack grads. He won't rest until you're employed.",6/19/2018,Full-time Web Development Bootcamp ,4.7,[],5.0,4.0,5.0,ironhack
240171,2018.0,True,Incredible Experience,"As someone with zero coding background coming into this course, I can honestly say that overall, the experience was life-changing. When it comes to the staff, I've never seen a group of people put so much effort and time into helping out their students, even if it means staying until 10 PM to try and figure out a problem. The classroom environment was very engaging, we often had code along sessions with our instructor. Sometimes the coding along was a bit difficult to follow because it moved quickly, but after expressing this to our TA's (teaching assistants), they made sure to speak to our professor and it made a huge difference. I would also like to mention how wonderful the hiring fair experience was. Brito went above and beyond to ensure we were all prepared for our interviews (both technical interviews & soft skills interviews) the mock interviews we had leading up to the hiring fair made a huge difference and really helped put life after the Bootcamp into perspective. Wish I could go back and do it all over again!",6/19/2018,Full-time Web Development Bootcamp ,4.7,[],5.0,4.0,5.0,ironhack
234684,2018.0,True,Great Experience!,"From the very beginning Ironhack was a great experience for me, The process was great and there is huge support in the Ironhack community. I feel Ironhack was a great way to embark on my tech career and I would highly recommend it!",6/19/2018,Full-time UX/UI Design Bootcamp,4.7,[],5.0,4.0,5.0,ironhack
233499,2018.0,True,best coding coding bootcamp ever !!,"My experience at Ironhack was amazing, I learned a lot and I had no coding background whatsoever . I would have to say that Ironhack staff is one of the nicest and most hardworking group of individuals that I ever met, they work so that the students understand whats going on in class, and the curriculum goes at the right pace. If you’re wondering if you you want to attend this coding bootcamp or another one I definitely recommend this coding bootcamp, if you work hard and pay attention you’re going to succeed. And after you're done with school, they'll even help you get a job. Overall I definitely recommend iron hack to anybody that wants to learn how to become a web developer! 10/10",6/18/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
233355,2018.0,True,best coding coding bootcamp ever !!,"My experience at Ironhack was amazing, I learned a lot and I had no coding background whatsoever . I would have to say that Ironhack staff is one of the nicest and most hardworking group of individuals that I ever met, they work so that the students understand whats going on in class, and the curriculum goes at the right pace. If you’re wondering if you you want to attend this coding bootcamp or another one I definitely recommend this coding bootcamp, if you work hard and pay attention you’re going to succeed. And after you're done with school, they'll even help you get a job. Overall I definitely recommend iron hack to anybody that wants to learn how to become a web developer! 10/10",6/18/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
243673,2018.0,False,Worth the time and effort,"Although the work is intense, working every weekday from 9 to 6 and then most of the time leaving for the night with work to do, and also having projects over the weekend, the payoff is most certainly worth it. In just nine weeks you learn how to develop applications with the MEAN stack and then get prepped for the interview process and provided with companies interested in hiring Junior Developers. 

During the nine weeks, work looked like this. We worked on three different modules separated into three weeks each. We would have classes for two weeks and then a project involving what we learned for the third week. A regular day looks like this. In the morning you would study and follow along with a lesson for about three hours. Then you would make an excercise applying these lessons with a partner. After that we would get an hour for lunch and then another block of three hours of learning and then an hour of doing an excercise. The only changes in this were during our project weeks were the workflow was more freeform, and really up to you. There are no tests, no grades, your performance is based on the quality of your projects as they will serve as your portfolio.

After these nine intense weeks you get a tenth week of the course which is exclusively prepping for the interview process and the hiring fair. You practice some technical and soft skills with people that usually do that process in their respective companies. The final two days are were you actually interview during a hiring fair held in Ironhack. This looks like speed dating as there are tables set up with companies, and you go and pitch yourself to them for about twenty minutes a pop. Most of the companies that attended our hiring fair well really reputable places that seem like good companies to work at and keep developing skills.

The only real downside to this course is how time consuming it really is, requiring you to put the rest of your life on hold for these 9 weeks. Overall it was a great experience and would reccomend it to anyone looking to start a career in development. The only thing you need is the willpower to work this hard for about two months. No previous coding experience is required as they also provide pre-work to get everyone to the same base level.",6/16/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
233634,2018.0,True,My Ironhack experience,"Ironhack gave me an extremely tough and intensive experience. I never programmed before, so Ironhack open a whole new world to me. I never thought i'd understand and learn a whole new lenguage. To be honest, 9 weeks and Ironhack will never be enough to become a great programmer, but Ironhack is great enough to make you see that you are able to learn new stuff by yourself and to find solutions to difficult challenges on your own. Ironhack puts you on the right path to be autodidact and to keep practicing, improving and developing your skills as a full stack.",6/15/2018,Full-time Web Development Bootcamp ,4.3,[],4.0,5.0,4.0,ironhack
244643,2018.0,True, New professional challenges,"My name is Javi Sevilla, I just finished a UX / UI Bootcamp in Ironhack (Madrid) and I'm delighted with the result. My background in design was, to say the least 0 as my background lay in the world of Marketing, sales and business. Thanks to the Ironhack team, especially Fabio, who was our lead teacher and absolute master, I have reached a level of expertise I could have never imagined. In UX, we learned key tools and methodologies which are powerful and crucial in the development of businesses, to say the very least. Our learning went beyond technical knowledge and skills, by the end of it you had acquired everything you need to thrive in the UX world.",6/15/2018,Web Design,5.0,[],5.0,5.0,5.0,ironhack
243664,2018.0,True,Ironhack my best experience,"I studied computer engineering, once I finished my degree I did not know what to do, because I did not opt ​​for a specific sector, so I decided to direct my professional future towards the sectors where there was more demand, and in my case it was SAP, I was working with this tool for 6 months, enough time to realize that I didn’t  like what I was doing, so I decided to try other technologies, I changed course to another branch in boom, the Big Data sector. I remember this stage with special enthusiasm because I took it with much enthusiasm, I had the opportunity to enter a training in which I learned a lot, and I could make projects for large companies, until the time came when everything starts to seem monotonous, the projects start to be migrations of traditional technologies to Big Data technologies, and all the projects that I was offered were oriented to banking.
Just a couple of years, before I got to consider my future I met Ironhack for the WeCode, and the truth is that I left the bug to be able to do it someday. Thanks to the partial scholarship of ForoCoches I could get to consider changing the direction of my career and focus on what I really liked, web development, I do not regret at all, the Ironhack experience has enchanted me, it has been two months of effort and continuous learning that have been worthwhile, I finally feel fulfilled, I feel that I do what I like and that I enjoy going to my future work.",6/15/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
243609,2018.0,True,"Overall challenging, but great experience","Previously, I was teaching English overseas and discovered UX design. I decided to join Ironhack (Miami) because of the positive reviews I heard from alumni, on sites like Course Report, who had gone through the program and alumni that I had met locally in South Florida. I also read about graduates in the local paper who had transitioned from careers like bartending to web development or UX Design. I was also presented with a partial Uber scholarship to attend Ironhack. I wasn't familiar with design or technology. One great thing about Ironhack (Miami) is that people come with a diverse background. Entrepreneurs, lawyers, former construction workers and some who weren't tech savvy. It affirmed to me that these skills can be learned no matter your background.

I especially appreciated their instructor’s hands-on learning approach. Like most bootcamps, Ironhack emphasizes a learn by doing approach. I worked on 3 different projects and my instructor and teacher’s assistant were very invested in my work, the process and in honing my skills. 

I also got comfortable presenting. We presented to each other and at the end of our cohort were required to present our final project.

I liked the knowledgeable and friendly staff. Although I didn’t work with the staff, I would constantly see their faces and they were invested in our work out throughout the creative process. They’re often checking in our progress and overall satisfaction with the program and instructors. They also dedicated time for pulling industry leaders from the community to come into our class and present to us. This only affirmed my trust in their level of design knowledge, insight and showed how much they are invested in their students’ success.

They dedicated time to job search support. Ironhack (Miami) prepares you well to develop a resume, and offers career support. There is a week devoted to working on interviewing skills (both technical and soft), resume feedback, and a hiring fair. And, at the end of the cohort, they’re constantly checking in on you to make sure you’re working on your career goals even if you didn’t obtain a job through the hiring fair.

Ironhack is 9-5 (in-person) but I found the students typically stayed later and sometimes slept in the building. You should come in prepared to work hard. Collaboration is crucial and spending time in Building Co. in Miami will be a part of the experience. 
Ironhack is fast paced. It doesn’t give you as much time to sit and think about ideas. Often it is more about taking action and figuring it out as you go. Failing fast is something you will have to get used to. Time management is key.

Ironhack is highly collaborative. I worked in teams often during hack-a-hons and my cohort.  It is a great opportunity to practice communicating ideas to others, but it can also be challenging. Be prepared to learn to have empathy for your teammates. My cohort became a family at the end.

The expectations for designers going through Ironhack (Miami) are high. They have a positive reputation in the Miami tech ecosystem. 

Overall, Ironhack (Miami) was a challenging but great experience. I grew immensely as a designer and as a person.",6/15/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
243662,2018.0,True,Why did I wait so long?...,"I will remember this bootcamp as one of those great, game-changing choices I made in my life.

After working as a web project manager in an advertising agency, I decided I wanted to learn to code and looked around Paris for a webdev bootcamp. Unsurprisingly I found many, met them and had to make a hard choice: who would my money go to? Who would actually keep the promises they make on their website?

After reading a lot of good reviews, I chose Ironhack and arrived the first day, still a bit anxious. When I went back home I was fully reassured: I was in the right place with the right people.

Those 9 weeks were so intense, yet immensely formative and empowering. The course material is really very up to date and involves continuous practice during the lessons, and 2 bigger exercises every day. Also, I can tell the lead teacher in Paris obviously loves his job because he's very involved, helpful and patient. Finally, the life at school is pretty dense too, with numerous profesionals coming to school for talks.

I actually loved it so much there that I took a Teacher Assistant position and am now passing my precious knowledge to other students. And I know after that, finding a job won't be a problem for I've already been contacted by a lot of recruiters, met mainly at the Hiring Week organized by Ironhack after the bootcamp.

Needless to say I strongly recommend Ironhack: no matter what your motivation to start a bootcamp is, you probably want to join this one.",6/15/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
243594,2018.0,True,More than a school: a community,"The Ironhack bootcamp has been an incredible experience. During two months, I had the opportunity to learn in a very efficient way how to create full stack products, as well meeting people from diverse backgrounds that now I can call my friends.

One of the most important components of this experience is not the clear and well-explained curriculum, the fun daily challenges or the skilfull teachers, but the community around it. Students, alumni, teachers, TAs and staff gather several times a week for meet-up events about technology or around beers and pizza, making it a great opportunity to network.

As a bonus, I had the opportunity to present my final project at Google Campus Madrid as well as attending the hiring week, during which more than 30 companies came over to meet us.",6/15/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
242862,2018.0,True,A fulfilling experience,"I learned to code by myself while working in tech support. I wanted to change careers, so I applied to Ironhack's web development 9-week bootcamp. It's a very demanding course, with a lot of new and different concepts, but, once you've finished, you realize how much you've learned (and not only about coding!). We use good materials in class, and we got help whenever we asked for it, while also learning how to solve problems on our own.",6/14/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
242853,2018.0,True,Ironhack opens doors,"The Ironhack Bootcamp was a great experience. It is really impressive how much you can learn in just 9 weeks. The learning system is completely hands-on and focuses on situations you will find later in your professional live (using Design Thinking and Agile methodology). 
My experience was very positive and I learnt a lot. Also, my fellow students and I became very good friends during this intense time. 
What I think could be improved, is the writing/drawing material available in class and I would have appreciated even more feedback. 
I really can recommend everyone interested in this field to participate in Ironhack because it really can change your life.",6/14/2018,Full-time UX/UI Design Bootcamp,5.0,[],5.0,5.0,5.0,ironhack
243639,2018.0,True,My Experience in Ironhack,"For me Ironhack has meant the opening of doors that 3 months ago would have been impossible to even approach them.

Those doors to a world that has always fascinated me but for different reasons I have never been able to taste. The world of programming.

The Full-time course of Ironhack is hard and intense, especially for people who had never seen a single line of code like me. However, I can tell you that my experience has been very rewarding. 

They teach you to think, to look for your life within this exciting sector.Definitely, you get a minimum basis to fight into the real world.

In relation to the Ironhack`s staff , I need words to convey my gratitude. They are a group that follow you and support you until you reach the end. And also they look after you even when this bootcamp is over.

On the other hand, your colleagues, you will never forget them. We will keep on supporting each other ...

Briefly, if someone is still hesitant to change their professional life and would like to start programming, despite of your knowledge or age,I would not think about it anymore and I would pull and go ahead.

Thanks to everyone !!",6/14/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
243616,2018.0,True,Too expensive for two months,"Pros:

The program works if you have a good professional background and certain skills
Nice multicultural atmosphere
Networking and alumni
Great professors
Great location",6/13/2018,Full-time UX/UI Design Bootcamp,3.0,[],3.0,3.0,3.0,ironhack
243236,2018.0,True,great experience in my life!!,"Im so happy, it has been a very nice experience, I have met very professional people and better people.
The level of teaching is great.
A great family forms all the staff.
100% recommended",6/13/2018,Full-time UX/UI Design Bootcamp,4.0,[],4.0,4.0,4.0,ironhack
242772,2018.0,True,Best experience in my life,"I had no illusion at all. After 12 years as a WordPress freelancer I had been stuck personally and professionally. I worked alone every day and did the same tasks.

I decided that this had to change. I decided to update my knowledge about web development. And then I found Ironhack.

I chose Ironhack because of the opinions I read from former students and because it allowed me to make the change I wanted in 9 weeks.

From the first moment I felt very comfortable in Ironhack thanks to his great team. From the beginning you are integrated into the great family they form. And thanks to student selection process, your classmates have the same enthusiasm. They are positive people who will not give up on any problem.

His method is incredible. It is impressive to see how people who knew nothing about programming are able to program a full stack site. Teamwork is encouraged at all times and that makes all students improve.

My experience was so good that when they offered to follow me as TA I did not hesitate for a second and I stayed.

Thanks to all the Ironhackers",6/13/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
242490,2018.0,True,The Ironhack Web Development Bootcam,"Loved taking the Bootcamp. It is amazing how much you can learn in just 9 weeks.

https://medium.com/ironhack/the-ironhack-web-development-bootcamp-experience-3f63fbc26d49",6/13/2018,Full-time Web Development Bootcamp ,5.0,[],5.0,5.0,5.0,ironhack
